acquisition_cost_usd,order_value_usd,satisfaction_score,support_tickets,days_acq_to_order,days_order_to_payment,acquisition_date_year,acquisition_date_month,acquisition_date_dayofweek,order_date_year,order_date_month,order_date_dayofweek,payment_date_year,payment_date_month,payment_date_dayofweek,market_segment_Asia-Pacific,market_segment_Europe,market_segment_Middle East,market_segment_North America,supplier_id_SUP-B,supplier_id_SUP-C,supplier_id_SUP-D,supplier_id_SUP-E,supplier_id_SUP-F,supplier_id_SUP-G,Delay_Probability,Risk_Level,Action,Priority,Owner,SLA_Hours
910,10000,4,1,824,40,2025,6,4,2027,9,2,2027,10,0,False,True,False,False,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,15000,5,0,749,40,2025,4,5,2027,5,5,2027,6,3,False,True,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,21500,5,0,657,40,2025,2,2,2026,12,1,2027,1,6,True,False,False,False,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,20500,4,0,614,40,2025,1,2,2026,10,0,2026,11,5,True,False,False,False,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,20000,5,0,611,40,2025,1,0,2026,9,2,2026,11,0,False,False,False,True,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,24500,5,0,844,40,2025,6,3,2027,10,0,2027,11,5,True,False,False,False,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,11000,5,0,184,40,2024,4,5,2024,10,0,2024,12,5,False,True,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,15000,4,0,182,40,2024,4,4,2024,10,4,2024,12,2,False,False,False,True,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,13000,5,0,302,40,2024,7,4,2025,5,5,2025,6,3,False,True,False,False,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,19500,5,0,853,40,2025,7,2,2027,11,1,2027,12,6,False,False,False,True,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,22000,5,0,235,40,2024,5,3,2025,1,0,2025,3,5,True,False,False,False,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
870,11500,4,1,594,40,2025,1,3,2026,9,2,2026,10,0,False,True,False,False,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,10000,5,0,861,40,2025,7,0,2027,11,0,2027,12,5,False,True,False,False,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,18000,3,1,238,40,2024,6,5,2025,1,5,2025,3,3,False,False,False,True,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,17500,5,0,170,40,2024,4,3,2024,10,5,2024,11,3,False,False,False,True,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,18500,4,0,313,40,2024,7,4,2025,5,2,2025,7,0,False,False,False,True,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,19500,5,0,580,40,2025,1,1,2026,8,0,2026,9,5,False,False,False,True,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,18000,5,0,877,40,2025,7,4,2027,12,6,2028,1,4,False,False,False,True,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,24000,4,2,577,40,2025,1,6,2026,8,2,2026,9,0,True,False,False,False,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,14000,5,0,1011,40,2025,10,5,2028,7,1,2028,8,6,False,True,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,20000,4,2,216,40,2024,5,5,2024,12,4,2025,1,2,True,False,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,20000,5,0,388,40,2024,9,3,2025,9,6,2025,11,4,False,False,False,True,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,25000,5,0,88,40,2024,2,5,2024,5,2,2024,7,0,True,False,False,False,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,13000,3,1,358,40,2024,8,5,2025,8,6,2025,9,4,False,True,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,19000,5,0,1165,40,2026,1,6,2029,3,2,2029,5,0,False,False,False,True,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,9000,4,1,1082,40,2025,11,2,2028,11,6,2028,12,4,False,False,True,False,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,20500,4,1,84,40,2024,2,2,2024,5,2,2024,6,0,False,False,True,False,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,13000,3,1,470,40,2024,10,0,2026,2,1,2026,3,6,False,True,False,False,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,23500,5,0,1161,40,2026,1,4,2029,3,3,2029,5,1,True,False,False,False,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,14500,4,1,58,40,2024,2,6,2024,4,1,2024,5,6,False,False,False,True,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,12000,5,0,1086,40,2025,11,4,2028,11,5,2028,12,3,False,True,False,False,False,False,False,False,True,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,11500,4,1,1160,40,2026,1,3,2029,3,1,2029,4,6,False,True,False,False,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,21500,3,1,384,40,2024,9,1,2025,9,0,2025,11,5,True,False,False,False,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,17000,3,1,1159,40,2026,1,2,2029,3,6,2029,4,4,False,False,False,True,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,19000,5,0,35,43,2024,1,6,2024,2,6,2024,4,0,True,False,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,14000,3,1,1092,40,2025,12,1,2028,11,1,2029,1,6,False,True,False,False,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
870,13000,5,0,1098,40,2025,12,5,2028,12,4,2029,1,2,False,True,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,12500,3,1,420,40,2024,9,3,2025,11,3,2025,12,1,False,True,False,False,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,20000,4,0,450,40,2024,10,1,2026,1,3,2026,2,1,False,False,False,True,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,19500,4,2,74,40,2024,2,2,2024,4,6,2024,6,4,False,False,False,True,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,12000,4,1,69,40,2024,2,6,2024,4,5,2024,5,3,True,False,False,False,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,21500,3,2,62,40,2024,2,1,2024,4,0,2024,5,5,True,False,False,False,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,22000,4,2,439,40,2024,10,2,2025,12,0,2026,1,5,True,False,False,False,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,17000,4,0,1121,40,2025,12,6,2029,1,0,2029,2,5,False,False,False,True,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,23000,5,0,1143,40,2026,1,6,2029,2,1,2029,4,6,True,False,False,False,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,21000,5,0,1130,40,2025,12,5,2029,1,1,2029,3,6,True,False,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,19000,5,0,406,40,2024,9,1,2025,10,1,2025,12,6,False,False,False,True,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,18000,3,1,1134,40,2025,12,0,2029,2,0,2029,3,5,False,False,False,True,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,25000,4,2,1037,40,2025,10,1,2028,8,2,2028,10,0,True,False,False,False,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,20500,4,0,390,40,2024,9,5,2025,10,3,2025,11,1,True,False,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,18000,4,1,92,40,2024,2,0,2024,5,1,2024,7,6,False,False,False,True,False,False,False,True,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,24500,5,0,346,40,2024,8,5,2025,7,1,2025,8,6,True,False,False,False,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,23000,4,2,1025,40,2025,10,0,2028,8,3,2028,9,1,True,False,False,False,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,23500,5,0,100,40,2024,3,0,2024,6,2,2024,7,0,True,False,False,False,False,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,21500,5,0,1050,40,2025,11,2,2028,9,2,2028,10,0,True,False,False,False,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,15000,5,0,16,40,2024,1,1,2024,1,3,2024,3,1,False,True,False,False,False,False,True,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,17000,5,0,98,40,2024,3,5,2024,6,5,2024,7,3,False,False,False,True,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,23000,3,1,1056,40,2025,11,6,2028,9,5,2028,11,3,True,False,False,False,False,False,False,False,False,True,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
870,13500,5,0,93,40,2024,2,1,2024,5,3,2024,7,1,False,True,False,False,True,False,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,17500,3,1,1065,40,2025,11,5,2028,10,6,2028,11,4,False,False,False,True,False,True,False,False,False,False,0.01,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,10000,5,0,53,41,2024,2,3,2024,3,0,2024,5,6,False,True,False,False,False,False,True,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,16500,5,0,45,41,2024,1,5,2024,3,1,2024,4,0,False,False,False,True,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,18500,4,1,213,40,2024,5,3,2024,12,6,2025,1,4,False,False,False,True,False,False,True,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,17500,5,0,704,40,2025,3,4,2027,3,1,2027,4,6,False,False,False,True,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
870,13000,4,1,1154,40,2026,1,6,2029,3,5,2029,4,3,False,True,False,False,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,24500,5,0,210,40,2024,5,1,2024,12,1,2025,1,6,True,False,False,False,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
870,13000,4,1,259,40,2024,6,4,2025,2,4,2025,4,2,False,True,False,False,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,17000,4,0,809,40,2025,6,2,2027,8,6,2027,10,4,False,False,False,True,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,17000,5,0,1140,40,2026,1,4,2029,2,3,2029,3,1,False,False,False,True,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,12500,4,1,47,41,2024,1,6,2024,3,4,2024,4,3,False,True,False,False,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,24000,4,2,701,40,2025,3,2,2027,2,3,2027,4,1,True,False,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,20000,4,2,254,40,2024,6,1,2025,2,3,2025,4,1,True,False,False,False,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,21000,4,2,13,41,2024,1,6,2024,1,5,2024,3,4,True,False,False,False,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
930,14000,4,2,737,40,2025,4,4,2027,4,6,2027,6,4,False,True,False,False,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,12000,3,1,221,41,2024,5,1,2024,12,5,2025,2,4,False,True,False,False,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,12500,5,0,253,40,2024,6,0,2025,2,1,2025,3,6,False,True,False,False,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,24500,5,0,794,41,2025,5,6,2027,7,2,2027,9,1,True,False,False,False,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,13000,4,1,395,40,2024,9,1,2025,10,4,2025,11,2,False,True,False,False,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,21000,5,0,782,40,2025,5,5,2027,7,3,2027,8,1,True,False,False,False,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,17500,3,1,772,40,2025,5,6,2027,6,1,2027,8,6,False,False,False,True,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,10500,4,1,224,40,2024,5,3,2025,1,3,2025,2,1,False,False,True,False,False,False,True,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,14000,4,0,39,41,2024,1,1,2024,3,5,2024,4,4,False,False,False,True,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,18000,5,0,19,42,2024,1,3,2024,1,1,2024,3,1,False,False,False,True,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,18000,5,0,766,40,2025,5,2,2027,6,5,2027,7,3,False,False,False,True,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,10000,4,0,718,40,2025,4,6,2027,3,3,2027,5,1,False,True,False,False,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,16500,5,0,232,40,2024,5,1,2025,1,2,2025,2,0,False,False,False,True,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,13500,4,1,23,42,2024,1,5,2024,2,0,2024,3,0,False,True,False,False,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,19000,4,0,251,40,2024,6,6,2025,2,5,2025,3,3,False,False,False,True,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,23500,4,1,248,40,2024,6,4,2025,2,0,2025,3,5,True,False,False,False,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,14500,5,0,240,40,2024,6,6,2025,1,1,2025,3,6,False,True,False,False,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,21000,5,0,1018,41,2025,10,3,2028,7,6,2028,9,5,True,False,False,False,False,False,True,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,21000,5,0,857,40,2025,7,4,2027,11,0,2027,12,5,True,False,False,False,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,23500,3,1,832,40,2025,6,2,2027,9,1,2027,11,6,True,False,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,18500,4,0,896,40,2025,7,2,2028,1,2,2028,2,0,False,False,False,True,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,16000,5,0,902,40,2025,8,6,2028,1,5,2028,3,3,False,False,False,True,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
930,11000,4,1,904,40,2025,8,0,2028,1,1,2028,3,6,False,True,False,False,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,18000,5,0,1078,40,2025,11,6,2028,11,6,2028,12,4,False,False,False,True,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,12500,5,0,86,40,2024,2,3,2024,5,5,2024,6,3,False,False,False,True,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,21500,4,1,1074,40,2025,11,4,2028,10,0,2028,12,5,True,False,False,False,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,22500,5,0,266,40,2024,6,2,2025,3,2,2025,4,0,True,False,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,20500,4,0,957,40,2025,9,5,2028,4,3,2028,5,1,True,False,False,False,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,14500,5,0,136,40,2024,3,2,2024,8,5,2024,9,3,False,True,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,18500,3,1,960,40,2025,9,0,2028,4,1,2028,6,6,False,False,False,True,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,13500,5,0,1036,40,2025,10,0,2028,8,0,2028,10,5,False,True,False,False,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,18500,4,0,1034,40,2025,10,6,2028,8,4,2028,10,2,False,False,False,True,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,13000,4,1,980,40,2025,9,6,2028,5,6,2028,7,4,False,True,False,False,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
870,11500,4,2,987,40,2025,9,3,2028,6,3,2028,7,1,False,True,False,False,False,False,True,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,16000,5,0,128,41,2024,3,4,2024,7,6,2024,9,5,False,False,False,True,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,21500,4,0,124,40,2024,3,2,2024,7,0,2024,8,5,True,False,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,20500,5,0,1031,40,2025,10,4,2028,8,6,2028,9,4,True,False,False,False,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,19000,5,0,110,40,2024,3,6,2024,6,4,2024,8,2,False,False,False,True,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,17000,3,1,1022,40,2025,10,5,2028,8,5,2028,9,3,False,False,False,True,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
860,12500,4,0,111,40,2024,3,0,2024,6,6,2024,8,4,False,True,False,False,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,20500,4,1,1087,40,2025,11,5,2028,11,0,2028,12,5,True,False,False,False,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,19000,5,0,1090,40,2025,12,0,2028,11,5,2029,1,3,False,False,False,True,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
920,20000,4,0,838,40,2025,6,6,2027,10,4,2027,11,2,True,False,False,False,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,16500,4,0,166,40,2024,4,0,2024,9,5,2024,11,3,False,False,False,True,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
930,14500,4,1,1129,40,2025,12,4,2029,1,6,2029,3,4,False,True,False,False,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
810,13000,4,1,842,40,2025,6,2,2027,10,4,2027,11,2,False,True,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,19500,5,0,1127,40,2025,12,3,2029,1,3,2029,3,1,False,False,False,True,False,False,True,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
930,11500,4,2,848,40,2025,6,6,2027,10,0,2027,12,5,False,True,False,False,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,18500,5,0,1115,40,2025,12,2,2029,1,4,2029,2,2,False,False,False,True,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,20000,4,2,1111,41,2025,12,0,2028,12,5,2029,2,4,True,False,False,False,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,24500,4,2,1012,40,2025,10,6,2028,7,3,2028,8,1,True,False,False,False,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,24000,5,0,179,40,2024,4,2,2024,10,6,2024,11,4,True,False,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
880,20000,3,2,859,40,2025,7,6,2027,11,4,2027,12,2,False,False,False,True,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,19000,4,1,176,40,2024,4,0,2024,10,1,2024,11,6,False,False,False,True,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,11500,4,1,1104,40,2025,12,2,2028,12,0,2029,1,5,False,True,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,24500,5,0,869,40,2025,7,5,2027,11,6,2028,1,4,True,False,False,False,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,22000,4,0,173,40,2024,4,5,2024,10,3,2024,11,1,True,False,False,False,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,21500,4,2,875,40,2025,7,2,2027,12,2,2028,1,0,True,False,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,17000,5,0,1102,40,2025,12,1,2028,12,4,2029,1,2,False,False,False,True,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,22500,4,1,76,40,2024,2,4,2024,5,3,2024,6,1,True,False,False,False,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,21500,4,2,1099,40,2025,12,6,2028,12,6,2029,1,4,True,False,False,False,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,18000,4,0,1096,40,2025,12,4,2028,12,1,2029,1,6,False,False,False,True,False,False,False,False,True,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
830,20000,3,1,168,40,2024,4,2,2024,10,2,2024,11,0,True,False,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
840,16500,3,1,264,40,2024,6,0,2025,3,5,2025,4,3,False,False,False,True,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
950,18000,3,1,394,40,2024,9,0,2025,10,2,2025,11,0,False,False,False,True,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,19000,5,0,623,40,2025,2,1,2026,10,1,2026,11,6,False,False,False,True,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,23000,4,2,452,40,2024,10,3,2026,1,0,2026,2,5,True,False,False,False,False,False,True,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
940,13000,4,0,494,40,2024,11,2,2026,3,6,2026,5,4,False,True,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,21000,5,0,602,40,2025,1,1,2026,9,1,2026,10,6,True,False,False,False,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,18000,5,0,493,40,2024,11,1,2026,3,4,2026,4,2,False,False,False,True,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,16000,3,1,350,41,2024,8,0,2025,7,0,2025,9,6,False,False,False,True,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
850,15000,4,2,612,40,2025,1,1,2026,10,4,2026,11,2,False,True,False,False,False,False,False,True,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
910,10000,4,1,299,40,2024,7,2,2025,5,0,2025,6,5,False,False,True,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,22000,5,0,490,40,2024,11,6,2026,3,6,2026,4,4,True,False,False,False,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,16000,5,0,295,40,2024,7,6,2025,4,0,2025,6,5,False,False,False,True,False,False,False,False,False,True,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
800,21000,4,2,353,40,2024,8,2,2025,8,5,2025,9,3,True,False,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
890,21000,4,0,484,40,2024,11,2,2026,3,3,2026,4,1,True,False,False,False,True,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
820,18000,5,0,629,40,2025,2,5,2026,10,4,2026,12,2,False,False,False,True,False,True,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
900,17500,5,0,481,40,2024,11,0,2026,2,5,2026,4,3,False,False,False,True,False,False,False,False,False,False,0.005,Low,No immediate action; keep routine monitoring,P3,Auto-monitoring,72
